timestamp,machine_id,temperature,vibration,pressure,rpm,voltage,current,failure
2024-01-01 00:00:00,M004,79.96714153011233,0.4321505269512778,105.22429371500228,1301.9428032439594,217.64071225849298,10.098206145679057,0
2024-01-01 00:01:00,M005,73.61735698828815,0.4694500536946347,104.24985388803499,1394.5014353063127,225.063512355078,9.935891771123396,0
2024-01-01 00:02:00,M003,81.47688538100692,0.4402618938954857,85.95220231291763,1441.2971593707414,219.00906576348842,10.951790756019536,0
2024-01-01 00:03:00,M001,90.23029856408026,0.5110418046946119,108.69376332645608,1514.966891092469,220.4528463235882,11.532831141426222,1
2024-01-01 00:04:00,M002,72.65846625276664,0.6197178531461913,77.64875986635073,1602.416232660688,223.5869530331886,10.686846944134617,0
2024-01-01 00:05:00,M001,72.6586304305082,0.42289578428587954,90.18723511359507,1569.4135943371764,219.70518296575528,11.011543751170462,0
2024-01-01 00:06:00,M003,90.79212815507391,0.6000820497768414,70.01368280653288,1382.0675201552515,210.9107607083507,9.782595767693586,1
2024-01-01 00:07:00,M003,82.67434729152909,0.4218327927653112,123.37939775444222,1462.8287737834348,225.20293752276774,10.125404806139134,0
2024-01-01 00:08:00,M005,70.30525614065049,0.4152372787503116,96.52675759082057,1507.6375588702567,226.27464414957527,11.485732073599639,0
2024-01-01 00:09:00,M001,80.42560043585965,0.5818594618343214,132.50326052224466,1473.77928755535,210.84441954199778,10.526711460258229,0
2024-01-01 00:10:00,M001,70.36582307187538,0.5921936378007617,112.04424889779243,1473.0704774131705,214.78354397169232,9.757970124237184,0
2024-01-01 00:11:00,M002,70.34270246429743,0.5851409936762655,106.72147320026536,1327.7256675345727,230.11939808742756,10.032550554787376,0
2024-01-01 00:12:00,M004,77.41962271566034,0.3684202591781859,91.20658458578501,1384.7265848860359,221.16017339251957,11.03715129030455,0
2024-01-01 00:13:00,M003,55.86719755342202,0.45340490219279495,84.3047494646887,1459.7060150860727,220.01775636635182,11.126227010324149,0
2024-01-01 00:14:00,M005,57.75082167486967,0.5822988592003322,107.84457360845418,1190.6774325054837,217.86808296475215,9.157868858380226,0
2024-01-01 00:15:00,M002,69.37712470759027,0.5041541840563895,98.92728986090526,1564.0644320009856,214.84648674571682,10.36259127504687,0
2024-01-01 00:16:00,M001,64.87168879665576,0.39263071538025357,79.91094526772048,1362.732090028893,219.0279117884681,9.99215715744669,0
2024-01-01 00:17:00,M005,78.14247332595274,0.5458317939125442,77.24712375237522,1568.6838133265137,224.87211369582855,9.934464151896291,0
2024-01-01 00:18:00,M003,65.91975924478788,0.42851927410085294,85.61944406284624,1559.891600447091,219.921610203095,11.330307950430715,0
2024-01-01 00:19:00,M003,60.87696298664709,0.6794524848392212,127.31450837899345,1445.6306956887615,223.05142042946525,9.762461860106074,1
